"","X1","Name","Country","Runs","Mins","BF","4s","6s","SR","POS","Dismissal","Inns","Team","Ground","Date","cum_rpi"
"708",745,"Brian Lara","West Indies",11,"32","15","2","0","73.33","3","bowled",1,"South Africa","Johannesburg",1998-11-26,49.5760869565217
"709",746,"Brian Lara","West Indies",7,"20","15","0","0","46.66","3","lbw",3,"South Africa","Johannesburg",1998-11-26,49.1182795698925
"710",747,"Brian Lara","West Indies",4,"39","23","0","0","17.39","3","caught",2,"South Africa","Port Elizabeth",1998-12-10,48.6382978723404
"711",748,"Brian Lara","West Indies",39,"77","49","6","1","79.59","5","caught",4,"South Africa","Port Elizabeth",1998-12-10,48.5368421052632
"712",749,"Brian Lara","West Indies",51,"124","91","8","1","56.04","4","caught",1,"South Africa","Durban",1998-12-26,48.5625
"713",750,"Brian Lara","West Indies",79,"187","139","15","0","56.83","4","caught",3,"South Africa","Durban",1998-12-26,48.8762886597938
"714",751,"Brian Lara","West Indies",4,"9","5","1","0","80.00","4","hit wicket",2,"South Africa","Cape Town",1999-01-02,48.4183673469388
"715",752,"Brian Lara","West Indies",33,"152","106","3","1","31.13","4","caught",4,"South Africa","Cape Town",1999-01-02,48.2626262626263
"716",753,"Brian Lara","West Indies",68,"120","77","14","0","88.31","4","caught",2,"South Africa","Centurion",1999-01-15,48.46
"717",754,"Brian Lara","West Indies",14,"93","71","2","0","19.71","4","lbw",4,"South Africa","Centurion",1999-01-15,48.1188118811881
"718",755,"Brian Lara","West Indies",62,"150","111","11","0","55.85","4","run out",2,"Australia","Port of Spain",1999-03-05,48.2549019607843
"719",756,"Brian Lara","West Indies",3,"4","2","0","0","150.00","4","caught",4,"Australia","Port of Spain",1999-03-05,47.8155339805825
"720",757,"Brian Lara","West Indies",213,"468","344","29","3","61.91","4","caught",2,"Australia","Kingston",1999-03-13,49.4038461538462
"721",759,"Brian Lara","West Indies",8,"24","17","1","0","47.05","5","caught",2,"Australia","Bridgetown",1999-03-26,49.0095238095238
"722",760,"Brian Lara","West Indies",153,"355","256","19","1","59.76","5","not out",4,"Australia","Bridgetown",1999-03-26,49.9905660377358
"723",761,"Brian Lara","West Indies",100,"101","84","15","3","119.04","4","caught",2,"Australia","St John's",1999-04-03,50.4579439252336
"724",762,"Brian Lara","West Indies",7,"40","26","0","0","26.92","4","lbw",4,"Australia","St John's",1999-04-03,50.0555555555556
"725",763,"Brian Lara","West Indies",24,"18","20","5","0","120.00","5","caught",1,"New Zealand","Hamilton",1999-12-16,49.8165137614679
"726",764,"Brian Lara","West Indies",1,"6","8","0","0","12.50","4","caught",3,"New Zealand","Hamilton",1999-12-16,49.3727272727273
"727",765,"Brian Lara","West Indies",67,"166","145","9","0","46.20","5","bowled",2,"New Zealand","Wellington",1999-12-26,49.5315315315315
"728",766,"Brian Lara","West Indies",75,"182","140","10","0","53.57","4","caught",3,"New Zealand","Wellington",1999-12-26,49.7589285714286
"729",767,"Brian Lara","West Indies",50,"143","93","9","0","53.76","4","caught",2,"England","Birmingham",2000-06-15,49.7610619469027
"730",768,"Brian Lara","West Indies",6,"27","17","1","0","35.29","4","caught",1,"England","Lord's",2000-06-29,49.3771929824561
"731",769,"Brian Lara","West Indies",5,"32","19","1","0","26.31","4","caught",3,"England","Lord's",2000-06-29,48.9913043478261
"732",770,"Brian Lara","West Indies",13,"97","74","2","0","17.56","4","caught",1,"England","Manchester",2000-08-03,48.6810344827586
"733",771,"Brian Lara","West Indies",112,"199","158","13","1","70.88","4","run out",3,"England","Manchester",2000-08-03,49.2222222222222
"734",772,"Brian Lara","West Indies",4,"10","7","1","0","57.14","4","lbw",1,"England","Leeds",2000-08-17,48.8389830508475
"735",773,"Brian Lara","West Indies",2,"11","10","0","0","20.00","4","lbw",3,"England","Leeds",2000-08-17,48.4453781512605
"736",774,"Brian Lara","West Indies",0,"1","1","0","0","0.00","4","bowled",2,"England","The Oval",2000-08-31,48.0416666666667
"737",775,"Brian Lara","West Indies",47,"166","104","7","0","45.19","3","lbw",4,"England","The Oval",2000-08-31,48.0330578512397
"738",776,"Brian Lara","West Indies",0,"11","4","0","0","0.00","3","caught",1,"Australia","Brisbane",2000-11-23,47.6393442622951
"739",777,"Brian Lara","West Indies",4,"15","9","1","0","44.44","3","caught",3,"Australia","Brisbane",2000-11-23,47.2845528455285
"740",778,"Brian Lara","West Indies",0,"1","1","0","0","0.00","4","caught",1,"Australia","Perth",2000-12-01,46.9032258064516
"741",779,"Brian Lara","West Indies",17,"52","33","1","0","51.51","5","bowled",3,"Australia","Perth",2000-12-01,46.664
"742",780,"Brian Lara","West Indies",182,"351","235","29","1","77.44","4","caught",1,"Australia","Adelaide",2000-12-15,47.7380952380952
"743",781,"Brian Lara","West Indies",39,"48","38","4","1","102.63","4","caught",3,"Australia","Adelaide",2000-12-15,47.6692913385827
"744",782,"Brian Lara","West Indies",16,"42","33","1","0","48.48","4","caught",2,"Australia","Melbourne",2000-12-26,47.421875
"745",783,"Brian Lara","West Indies",0,"9","7","0","0","0.00","4","bowled",4,"Australia","Melbourne",2000-12-26,47.0542635658915
"746",784,"Brian Lara","West Indies",35,"88","73","4","0","47.94","4","caught",1,"Australia","Sydney",2001-01-02,46.9615384615385
"747",785,"Brian Lara","West Indies",28,"52","36","4","0","77.77","4","caught",3,"Australia","Sydney",2001-01-02,46.8167938931298
"748",786,"Brian Lara","West Indies",47,"112","106","5","0","44.33","4","caught",1,"South Africa","Georgetown",2001-03-09,46.8181818181818
"749",787,"Brian Lara","West Indies",45,"107","82","5","0","54.87","4","caught",3,"South Africa","Georgetown",2001-03-09,46.8045112781955
"750",788,"Brian Lara","West Indies",12,"59","39","1","0","30.76","4","caught",2,"South Africa","Port of Spain",2001-03-17,46.544776119403
"751",789,"Brian Lara","West Indies",0,"21","11","0","0","0.00","5","lbw",4,"South Africa","Port of Spain",2001-03-17,46.2
"752",790,"Brian Lara","West Indies",83,"288","186","13","0","44.62","4","caught",2,"South Africa","Bridgetown",2001-03-29,46.4705882352941
"753",791,"Brian Lara","West Indies",8,"67","59","0","0","13.55","4","bowled",4,"South Africa","Bridgetown",2001-03-29,46.1897810218978
"754",792,"Brian Lara","West Indies",19,"50","42","2","1","45.23","4","caught",2,"South Africa","St John's",2001-04-06,45.9927536231884
"755",793,"Brian Lara","West Indies",91,"217","199","8","4","45.72","5","caught",4,"South Africa","St John's",2001-04-06,46.3165467625899
"756",794,"Brian Lara","West Indies",81,"228","156","12","0","51.92","4","caught",1,"South Africa","Kingston",2001-04-19,46.5642857142857
"757",795,"Brian Lara","West Indies",14,"65","50","2","0","28.00","4","bowled",3,"South Africa","Kingston",2001-04-19,46.3333333333333
"758",796,"Brian Lara","West Indies",178,"382","294","19","0","60.54","4","caught",1,"Sri Lanka","Galle",2001-11-13,47.2605633802817
"759",797,"Brian Lara","West Indies",40,"101","99","2","0","40.40","4","caught",3,"Sri Lanka","Galle",2001-11-13,47.2097902097902
"760",798,"Brian Lara","West Indies",74,"196","154","8","2","48.05","4","lbw",2,"Sri Lanka","Kandy",2001-11-21,47.3958333333333
"761",799,"Brian Lara","West Indies",45,"136","110","4","0","40.90","4","caught",4,"Sri Lanka","Kandy",2001-11-21,47.3793103448276
"762",800,"Brian Lara","West Indies",221,"436","354","23","2","62.42","4","bowled",1,"Sri Lanka","Colombo (SSC)",2001-11-29,48.5684931506849
"763",801,"Brian Lara","West Indies",130,"259","215","14","1","60.46","4","bowled",3,"Sri Lanka","Colombo (SSC)",2001-11-29,49.1224489795918
"764",802,"Brian Lara","West Indies",0,"19","11","0","0","0.00","4","caught",1,"India","Georgetown",2002-04-11,48.7905405405405
"765",803,"Brian Lara","West Indies",52,"123","78","6","0","66.66","4","caught",2,"India","Port of Spain",2002-04-19,48.8120805369128
"766",804,"Brian Lara","West Indies",47,"168","102","4","0","46.07","4","caught",4,"India","Port of Spain",2002-04-19,48.8
"767",805,"Brian Lara","West Indies",55,"183","123","5","0","44.71","4","caught",2,"India","Bridgetown",2002-05-02,48.841059602649
"768",807,"Brian Lara","West Indies",4,"35","25","0","0","16.00","4","lbw",2,"India","St John's",2002-05-10,48.5460526315789
"769",808,"Brian Lara","West Indies",9,"31","25","1","0","36.00","4","caught",1,"India","Kingston",2002-05-18,48.2875816993464
"770",809,"Brian Lara","West Indies",35,"69","45","3","0","77.77","4","bowled",3,"India","Kingston",2002-05-18,48.2012987012987
"771",810,"Brian Lara","West Indies",28,"86","74","4","0","37.83","4","bowled",2,"New Zealand","Bridgetown",2002-06-21,48.0709677419355
"772",811,"Brian Lara","West Indies",73,"190","131","11","1","55.72","4","bowled",4,"New Zealand","Bridgetown",2002-06-21,48.2307692307692
"773",812,"Brian Lara","West Indies",48,"100","81","7","0","59.25","4","caught",2,"New Zealand","St George's",2002-06-28,48.2292993630573
"774",813,"Brian Lara","West Indies",26,"52","30","6","0","86.66","4","lbw",1,"Australia","Georgetown",2003-04-10,48.0886075949367
"775",814,"Brian Lara","West Indies",110,"183","157","20","0","70.06","4","hit wicket",3,"Australia","Georgetown",2003-04-10,48.4779874213836
"776",815,"Brian Lara","West Indies",91,"140","120","10","3","75.83","4","bowled",2,"Australia","Port of Spain",2003-04-19,48.74375
"777",816,"Brian Lara","West Indies",122,"298","208","13","1","58.65","4","caught",4,"Australia","Port of Spain",2003-04-19,49.1987577639752
"778",817,"Brian Lara","West Indies",14,"80","55","1","0","25.45","8","lbw",2,"Australia","Bridgetown",2003-05-01,48.9814814814815
"779",818,"Brian Lara","West Indies",42,"168","133","3","0","31.57","5","lbw",3,"Australia","Bridgetown",2003-05-01,48.9386503067485
"780",819,"Brian Lara","West Indies",68,"172","94","12","1","72.34","5","caught",2,"Australia","St John's",2003-05-09,49.0548780487805
"781",820,"Brian Lara","West Indies",60,"154","119","5","3","50.42","4","bowled",4,"Australia","St John's",2003-05-09,49.1212121212121
"782",821,"Brian Lara","West Indies",209,"452","360","24","1","58.05","4","caught",2,"Sri Lanka","Gros Islet",2003-06-20,50.0843373493976
"783",822,"Brian Lara","West Indies",10,"39","25","2","0","40.00","4","lbw",2,"Sri Lanka","Kingston",2003-06-27,49.8443113772455
"784",823,"Brian Lara","West Indies",80,"129","90","9","1","88.88","4","not out",4,"Sri Lanka","Kingston",2003-06-27,50.0238095238095
"785",824,"Brian Lara","West Indies",29,"60","38","5","0","76.31","4","caught",2,"Zimbabwe","Harare",2003-11-04,49.8994082840237
"786",825,"Brian Lara","West Indies",1,"8","7","0","0","14.28","4","lbw",4,"Zimbabwe","Harare",2003-11-04,49.6117647058824
"787",826,"Brian Lara","West Indies",191,"271","203","23","4","94.08","4","caught",1,"Zimbabwe","Bulawayo",2003-11-12,50.4385964912281
"788",827,"Brian Lara","West Indies",1,"16","12","0","0","8.33","4","bowled",3,"Zimbabwe","Bulawayo",2003-11-12,50.1511627906977
"789",828,"Brian Lara","West Indies",202,"439","274","32","2","73.72","4","caught",2,"South Africa","Johannesburg",2003-12-12,51.028901734104
"790",829,"Brian Lara","West Indies",5,"43","22","1","0","22.72","5","bowled",4,"South Africa","Johannesburg",2003-12-12,50.764367816092
"791",830,"Brian Lara","West Indies",72,"170","111","12","0","64.86","4","caught",1,"South Africa","Durban",2003-12-26,50.8857142857143
"792",831,"Brian Lara","West Indies",11,"98","71","0","0","15.49","4","caught",3,"South Africa","Durban",2003-12-26,50.6590909090909
"793",832,"Brian Lara","West Indies",115,"326","238","16","1","48.31","4","bowled",2,"South Africa","Cape Town",2004-01-02,51.0225988700565
"794",833,"Brian Lara","West Indies",86,"185","138","14","0","62.31","4","caught",4,"South Africa","Cape Town",2004-01-02,51.2191011235955
"795",834,"Brian Lara","West Indies",34,"90","78","4","1","43.58","4","caught",2,"South Africa","Centurion",2004-01-16,51.122905027933
"796",835,"Brian Lara","West Indies",6,"29","13","1","0","46.15","4","lbw",3,"South Africa","Centurion",2004-01-16,50.8722222222222
"797",836,"Brian Lara","West Indies",23,"66","42","4","0","54.76","4","caught",1,"England","Kingston",2004-03-11,50.7182320441989
"798",837,"Brian Lara","West Indies",0,"6","5","0","0","0.00","5","caught",3,"England","Kingston",2004-03-11,50.4395604395604
"799",838,"Brian Lara","West Indies",0,"2","4","0","0","0.00","4","caught",1,"England","Port of Spain",2004-03-19,50.1639344262295
"800",839,"Brian Lara","West Indies",8,"11","7","1","0","114.28","6","lbw",3,"England","Port of Spain",2004-03-19,49.9347826086956
