,Name,Country,Runs,Mins,BF,4s,6s,SR,POS,Dismissal,Inns,Opposition,Ground,Date
463,Sachin Tendulkar,India,86,162,139,13,0,61.87,4,bowled,4,v West Indies,Kingston,18 May 2002
464,Sachin Tendulkar,India,16,94,61,2,0,26.22,5,caught,2,v England,Lord's,25 Jul 2002
465,Sachin Tendulkar,India,12,51,35,2,0,34.28,4,bowled,4,v England,Lord's,25 Jul 2002
466,Sachin Tendulkar,India,34,90,68,6,0,50.00,4,bowled,1,v England,Nottingham,8 Aug 2002
467,Sachin Tendulkar,India,92,160,113,17,0,81.41,4,bowled,3,v England,Nottingham,8 Aug 2002
468,Sachin Tendulkar,India,193,434,330,19,3,58.48,4,lbw,1,v England,Leeds,22 Aug 2002
469,Sachin Tendulkar,India,54,114,89,10,0,60.67,4,lbw,2,v England,The Oval,5 Sep 2002
470,Sachin Tendulkar,India,35,96,88,5,0,39.77,4,caught,1,v West Indies,Mumbai,9 Oct 2002
471,Sachin Tendulkar,India,43,156,113,5,0,38.05,4,bowled,2,v West Indies,Chennai,17 Oct 2002
472,Sachin Tendulkar,India,16*,15,20,0,0,80.00,4,not out,4,v West Indies,Chennai,17 Oct 2002
473,Sachin Tendulkar,India,36,85,65,7,0,55.38,4,caught,1,v West Indies,Kolkata,30 Oct 2002
474,Sachin Tendulkar,India,176,419,298,26,0,59.06,4,caught,3,v West Indies,Kolkata,30 Oct 2002
475,Sachin Tendulkar,India,8,47,26,2,0,30.76,4,lbw,1,v New Zealand,Wellington,12 Dec 2002
476,Sachin Tendulkar,India,51,120,74,7,0,68.91,4,bowled,3,v New Zealand,Wellington,12 Dec 2002
477,Sachin Tendulkar,India,9,40,31,1,0,29.03,4,caught,1,v New Zealand,Hamilton,19 Dec 2002
478,Sachin Tendulkar,India,32,55,48,5,0,66.66,4,bowled,3,v New Zealand,Hamilton,19 Dec 2002
479,Sachin Tendulkar,India,8,54,38,1,0,21.05,4,caught,1,v New Zealand,Ahmedabad,8 Oct 2003
480,Sachin Tendulkar,India,7,19,15,0,0,46.66,4,caught,3,v New Zealand,Ahmedabad,8 Oct 2003
481,Sachin Tendulkar,India,55,238,175,6,0,31.42,4,caught,2,v New Zealand,Mohali,16 Oct 2003
482,Sachin Tendulkar,India,1,15,10,0,0,10.00,4,bowled,3,v New Zealand,Mohali,16 Oct 2003
483,Sachin Tendulkar,India,0,3,3,0,0,0.00,4,lbw,2,v Australia,Brisbane,4 Dec 2003
484,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v Australia,Brisbane,4 Dec 2003
485,Sachin Tendulkar,India,1,15,6,0,0,16.66,4,caught,2,v Australia,Adelaide,12 Dec 2003
486,Sachin Tendulkar,India,37,79,59,5,0,62.71,4,lbw,4,v Australia,Adelaide,12 Dec 2003
487,Sachin Tendulkar,India,0,3,1,0,0,0.00,4,caught,1,v Australia,Melbourne,26 Dec 2003
488,Sachin Tendulkar,India,44,107,79,5,0,55.69,5,caught,3,v Australia,Melbourne,26 Dec 2003
489,Sachin Tendulkar,India,241*,613,436,33,0,55.27,4,not out,1,v Australia,Sydney,2 Jan 2004
490,Sachin Tendulkar,India,60*,108,89,5,0,67.41,4,not out,3,v Australia,Sydney,2 Jan 2004
491,Sachin Tendulkar,India,194*,493,348,21,0,55.74,4,not out,1,v Pakistan,Multan,28 Mar 2004
492,Sachin Tendulkar,India,2,10,6,0,0,33.33,4,lbw,1,v Pakistan,Lahore,5 Apr 2004
493,Sachin Tendulkar,India,8,17,11,1,0,72.72,4,lbw,3,v Pakistan,Lahore,5 Apr 2004
494,Sachin Tendulkar,India,1,6,3,0,0,33.33,4,caught,2,v Pakistan,Rawalpindi,13 Apr 2004
495,Sachin Tendulkar,India,8,49,36,0,0,22.22,4,lbw,2,v Australia,Nagpur,26 Oct 2004
496,Sachin Tendulkar,India,2,18,14,0,0,14.28,4,caught,4,v Australia,Nagpur,26 Oct 2004
497,Sachin Tendulkar,India,5,43,35,0,0,14.28,4,caught,1,v Australia,Mumbai,3 Nov 2004
498,Sachin Tendulkar,India,55,120,83,6,1,66.26,4,caught,3,v Australia,Mumbai,3 Nov 2004
499,Sachin Tendulkar,India,3,21,18,0,0,16.66,4,bowled,2,v South Africa,Kanpur,20 Nov 2004
500,Sachin Tendulkar,India,20,82,54,3,0,37.03,4,bowled,2,v South Africa,Kolkata,28 Nov 2004
501,Sachin Tendulkar,India,32*,73,64,3,1,50.00,4,not out,4,v South Africa,Kolkata,28 Nov 2004
502,Sachin Tendulkar,India,248*,552,379,35,0,65.43,4,not out,2,v Bangladesh,Dhaka,10 Dec 2004
503,Sachin Tendulkar,India,36,79,55,6,0,65.45,4,lbw,1,v Bangladesh,Chattogram,17 Dec 2004
504,Sachin Tendulkar,India,94,301,202,11,0,46.53,4,caught,2,v Pakistan,Mohali,8 Mar 2005
505,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v Pakistan,Mohali,8 Mar 2005
506,Sachin Tendulkar,India,52,147,102,9,0,50.98,4,caught,1,v Pakistan,Kolkata,16 Mar 2005
507,Sachin Tendulkar,India,52,117,91,9,0,57.14,4,caught,3,v Pakistan,Kolkata,16 Mar 2005
508,Sachin Tendulkar,India,41,78,71,7,0,57.74,4,caught,2,v Pakistan,Bengaluru,24 Mar 2005
509,Sachin Tendulkar,India,16,140,98,2,0,16.32,4,caught,4,v Pakistan,Bengaluru,24 Mar 2005
510,Sachin Tendulkar,India,22,157,126,2,0,17.46,4,lbw,1,v Sri Lanka,Chennai,2 Dec 2005
511,Sachin Tendulkar,India,109,310,196,14,1,55.61,4,lbw,1,v Sri Lanka,Delhi,10 Dec 2005
512,Sachin Tendulkar,India,16,42,28,3,0,57.14,4,lbw,3,v Sri Lanka,Delhi,10 Dec 2005
513,Sachin Tendulkar,India,23,85,66,2,0,34.84,4,caught,1,v Sri Lanka,Ahmedabad,18 Dec 2005
514,Sachin Tendulkar,India,19,40,29,3,0,65.51,4,lbw,3,v Sri Lanka,Ahmedabad,18 Dec 2005
515,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,2,v Pakistan,Lahore,13 Jan 2006
516,Sachin Tendulkar,India,14,64,33,3,0,42.42,4,caught,2,v Pakistan,Faisalabad,21 Jan 2006
517,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v Pakistan,Faisalabad,21 Jan 2006
518,Sachin Tendulkar,India,23,49,29,5,0,79.31,4,bowled,2,v Pakistan,Karachi,29 Jan 2006
519,Sachin Tendulkar,India,26,74,47,5,0,55.31,4,bowled,4,v Pakistan,Karachi,29 Jan 2006
520,Sachin Tendulkar,India,16,84,45,2,0,35.55,4,lbw,2,v England,Nagpur,1 Mar 2006
521,Sachin Tendulkar,India,28*,38,19,5,0,147.36,6,not out,4,v England,Nagpur,1 Mar 2006
522,Sachin Tendulkar,India,4,20,15,0,0,26.66,4,caught,2,v England,Mohali,9 Mar 2006
523,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v England,Mohali,9 Mar 2006
524,Sachin Tendulkar,India,1,33,21,0,0,4.76,4,caught,2,v England,Mumbai,18 Mar 2006
525,Sachin Tendulkar,India,34,77,57,5,0,59.64,5,caught,4,v England,Mumbai,18 Mar 2006
526,Sachin Tendulkar,India,44,113,89,7,0,49.43,4,caught,1,v South Africa,Johannesburg,15 Dec 2006
527,Sachin Tendulkar,India,14,43,22,3,0,63.63,4,bowled,3,v South Africa,Johannesburg,15 Dec 2006
528,Sachin Tendulkar,India,63,173,115,11,0,54.78,4,caught,2,v South Africa,Durban,26 Dec 2006
529,Sachin Tendulkar,India,0,13,7,0,0,0.00,4,lbw,4,v South Africa,Durban,26 Dec 2006
530,Sachin Tendulkar,India,64,187,130,11,0,49.23,4,caught,1,v South Africa,Cape Town,2 Jan 2007
531,Sachin Tendulkar,India,14,88,62,1,0,22.58,5,lbw,3,v South Africa,Cape Town,2 Jan 2007
532,Sachin Tendulkar,India,101,274,169,9,0,59.76,4,caught,1,v Bangladesh,Chattogram,18 May 2007
533,Sachin Tendulkar,India,31,69,50,2,0,62.00,4,bowled,3,v Bangladesh,Chattogram,18 May 2007
534,Sachin Tendulkar,India,122*,354,226,8,1,53.98,4,not out,1,v Bangladesh,Dhaka,25 May 2007
535,Sachin Tendulkar,India,37,104,78,6,0,47.43,4,lbw,2,v England,Lord's,19 Jul 2007
536,Sachin Tendulkar,India,16,42,35,3,0,45.71,4,lbw,4,v England,Lord's,19 Jul 2007
537,Sachin Tendulkar,India,91,259,197,12,0,46.19,4,lbw,2,v England,Nottingham,27 Jul 2007
538,Sachin Tendulkar,India,1,17,15,0,0,6.66,4,caught,4,v England,Nottingham,27 Jul 2007
539,Sachin Tendulkar,India,82,298,192,11,0,42.70,4,caught,1,v England,The Oval,9 Aug 2007
540,Sachin Tendulkar,India,1,13,11,0,0,9.09,4,bowled,3,v England,The Oval,9 Aug 2007
541,Sachin Tendulkar,India,1,2,1,0,0,100.00,4,run out,2,v Pakistan,Delhi,22 Nov 2007
542,Sachin Tendulkar,India,56*,178,110,9,0,50.90,4,not out,4,v Pakistan,Delhi,22 Nov 2007
543,Sachin Tendulkar,India,82,146,109,12,0,75.22,4,bowled,1,v Pakistan,Kolkata,30 Nov 2007
544,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,3,v Pakistan,Kolkata,30 Nov 2007
545,Sachin Tendulkar,India,62,113,77,7,1,80.51,4,bowled,2,v Australia,Melbourne,26 Dec 2007
546,Sachin Tendulkar,India,15,31,21,1,0,71.42,4,caught,4,v Australia,Melbourne,26 Dec 2007
547,Sachin Tendulkar,India,154*,429,243,14,1,63.37,4,not out,2,v Australia,Sydney,2 Jan 2008
548,Sachin Tendulkar,India,12,33,16,3,0,75.00,4,bowled,4,v Australia,Sydney,2 Jan 2008
549,Sachin Tendulkar,India,71,175,128,9,0,55.46,4,lbw,1,v Australia,Perth,16 Jan 2008
550,Sachin Tendulkar,India,13,33,25,2,0,52.00,5,lbw,3,v Australia,Perth,16 Jan 2008
551,Sachin Tendulkar,India,153,342,205,13,3,74.63,4,caught,1,v Australia,Adelaide,24 Jan 2008
552,Sachin Tendulkar,India,13,67,36,1,0,36.11,4,run out,3,v Australia,Adelaide,24 Jan 2008
553,Sachin Tendulkar,India,0,9,5,0,0,0.00,4,caught,2,v South Africa,Chennai,26 Mar 2008
554,Sachin Tendulkar,India,27,60,46,3,0,58.69,4,bowled,2,v Sri Lanka,Colombo (SSC),23 Jul 2008
555,Sachin Tendulkar,India,12,42,30,1,0,40.00,4,caught,3,v Sri Lanka,Colombo (SSC),23 Jul 2008
556,Sachin Tendulkar,India,5,5,3,1,0,166.66,4,lbw,1,v Sri Lanka,Galle,31 Jul 2008
557,Sachin Tendulkar,India,31,54,42,5,0,73.80,4,caught,3,v Sri Lanka,Galle,31 Jul 2008
558,Sachin Tendulkar,India,6,18,12,0,0,50.00,4,lbw,1,v Sri Lanka,Colombo (PSS),8 Aug 2008
559,Sachin Tendulkar,India,14,26,22,1,0,63.63,6,lbw,3,v Sri Lanka,Colombo (PSS),8 Aug 2008
560,Sachin Tendulkar,India,13,26,18,3,0,72.22,4,caught,2,v Australia,Bengaluru,9 Oct 2008
561,Sachin Tendulkar,India,49,177,126,4,0,38.88,4,caught,4,v Australia,Bengaluru,9 Oct 2008
562,Sachin Tendulkar,India,88,186,111,10,0,79.27,4,caught,1,v Australia,Mohali,17 Oct 2008
563,Sachin Tendulkar,India,10*,16,12,1,0,83.33,5,not out,3,v Australia,Mohali,17 Oct 2008
564,Sachin Tendulkar,India,68,188,126,11,0,53.96,4,caught,1,v Australia,Delhi,29 Oct 2008
565,Sachin Tendulkar,India,47,159,120,4,0,39.16,5,caught,3,v Australia,Delhi,29 Oct 2008
566,Sachin Tendulkar,India,109,274,188,12,0,57.97,4,lbw,1,v Australia,Nagpur,6 Nov 2008
567,Sachin Tendulkar,India,12,90,55,1,0,21.81,4,run out,3,v Australia,Nagpur,6 Nov 2008
568,Sachin Tendulkar,India,37,90,48,4,1,77.08,4,caught,2,v England,Chennai,11 Dec 2008
569,Sachin Tendulkar,India,103*,317,196,9,0,52.55,4,not out,4,v England,Chennai,11 Dec 2008
570,Sachin Tendulkar,India,11,45,26,1,0,42.30,4,lbw,1,v England,Mohali,19 Dec 2008
571,Sachin Tendulkar,India,5,41,22,1,0,22.72,4,caught,3,v England,Mohali,19 Dec 2008
572,Sachin Tendulkar,India,160,397,260,26,0,61.53,4,caught,2,v New Zealand,Hamilton,18 Mar 2009
573,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v New Zealand,Hamilton,18 Mar 2009
574,Sachin Tendulkar,India,49,98,65,7,1,75.38,5,caught,2,v New Zealand,Napier,26 Mar 2009
575,Sachin Tendulkar,India,64,167,131,9,1,48.85,4,caught,3,v New Zealand,Napier,26 Mar 2009
576,Sachin Tendulkar,India,62,108,85,11,0,72.94,4,caught,1,v New Zealand,Wellington,3 Apr 2009
577,Sachin Tendulkar,India,9,25,20,0,1,45.00,4,caught,3,v New Zealand,Wellington,3 Apr 2009
578,Sachin Tendulkar,India,4,3,3,1,0,133.33,4,bowled,1,v Sri Lanka,Ahmedabad,16 Nov 2009
579,Sachin Tendulkar,India,100*,298,211,11,0,47.39,5,not out,3,v Sri Lanka,Ahmedabad,16 Nov 2009
580,Sachin Tendulkar,India,40,122,91,0,1,43.95,4,caught,1,v Sri Lanka,Kanpur,24 Nov 2009
581,Sachin Tendulkar,India,53,139,103,6,0,51.45,4,bowled,2,v Sri Lanka,Mumbai (BS),2 Dec 2009
582,Sachin Tendulkar,India,105*,246,166,11,2,63.25,4,not out,1,v Bangladesh,Chattogram,17 Jan 2010
583,Sachin Tendulkar,India,16,47,26,2,0,61.53,5,lbw,3,v Bangladesh,Chattogram,17 Jan 2010
584,Sachin Tendulkar,India,143,259,182,13,1,78.57,4,caught,2,v Bangladesh,Dhaka,24 Jan 2010
585,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v Bangladesh,Dhaka,24 Jan 2010
586,Sachin Tendulkar,India,7,25,16,1,0,43.75,4,caught,2,v South Africa,Nagpur,6 Feb 2010
587,Sachin Tendulkar,India,100,275,179,13,0,55.86,4,bowled,3,v South Africa,Nagpur,6 Feb 2010
588,Sachin Tendulkar,India,106,266,206,12,0,51.45,4,caught,2,v South Africa,Kolkata,14 Feb 2010
589,Sachin Tendulkar,India,8,29,21,1,0,38.09,4,lbw,2,v Sri Lanka,Galle,18 Jul 2010
590,Sachin Tendulkar,India,84,168,142,11,1,59.15,4,lbw,3,v Sri Lanka,Galle,18 Jul 2010
591,Sachin Tendulkar,India,203,516,347,23,1,58.50,4,caught,2,v Sri Lanka,Colombo (SSC),26 Jul 2010
592,Sachin Tendulkar,India,41,88,72,5,0,56.94,4,caught,2,v Sri Lanka,Colombo (PSS),3 Aug 2010
593,Sachin Tendulkar,India,54,186,122,3,0,44.26,4,caught,4,v Sri Lanka,Colombo (PSS),3 Aug 2010
594,Sachin Tendulkar,India,98,251,189,13,0,51.85,5,lbw,2,v Australia,Mohali,1 Oct 2010
595,Sachin Tendulkar,India,38,106,64,5,0,59.37,4,caught,4,v Australia,Mohali,1 Oct 2010
596,Sachin Tendulkar,India,214,547,363,22,2,58.95,4,bowled,2,v Australia,Bengaluru,9 Oct 2010
597,Sachin Tendulkar,India,53*,125,77,5,2,68.83,4,not out,4,v Australia,Bengaluru,9 Oct 2010
598,Sachin Tendulkar,India,40,168,133,5,0,30.07,4,caught,1,v New Zealand,Ahmedabad,4 Nov 2010
599,Sachin Tendulkar,India,12,27,25,2,0,48.00,4,bowled,3,v New Zealand,Ahmedabad,4 Nov 2010
600,Sachin Tendulkar,India,13,52,28,1,0,46.42,4,caught,2,v New Zealand,Hyderabad (Deccan),12 Nov 2010
601,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v New Zealand,Hyderabad (Deccan),12 Nov 2010
602,Sachin Tendulkar,India,61,162,129,8,0,47.28,4,caught,2,v New Zealand,Nagpur,20 Nov 2010
603,Sachin Tendulkar,India,36,61,34,8,0,105.88,4,lbw,1,v South Africa,Centurion,16 Dec 2010
604,Sachin Tendulkar,India,111*,327,241,13,1,46.05,5,not out,3,v South Africa,Centurion,16 Dec 2010
605,Sachin Tendulkar,India,13,42,22,3,0,59.09,4,caught,1,v South Africa,Durban,26 Dec 2010
606,Sachin Tendulkar,India,6,22,10,1,0,60.00,4,caught,3,v South Africa,Durban,26 Dec 2010
607,Sachin Tendulkar,India,146,465,314,17,2,46.49,4,bowled,2,v South Africa,Cape Town,2 Jan 2011
608,Sachin Tendulkar,India,14*,146,91,0,0,15.38,4,not out,4,v South Africa,Cape Town,2 Jan 2011
609,Sachin Tendulkar,India,34,90,58,6,0,58.62,4,caught,2,v England,Lord's,21 Jul 2011
610,Sachin Tendulkar,India,12,84,68,1,0,17.64,5,lbw,4,v England,Lord's,21 Jul 2011
611,Sachin Tendulkar,India,16,33,34,3,0,47.05,4,caught,2,v England,Nottingham,29 Jul 2011
612,Sachin Tendulkar,India,56,136,86,8,0,65.11,4,lbw,4,v England,Nottingham,29 Jul 2011
613,Sachin Tendulkar,India,1,10,8,0,0,12.50,4,caught,1,v England,Birmingham,10 Aug 2011
614,Sachin Tendulkar,India,40,92,60,8,0,66.66,4,run out,3,v England,Birmingham,10 Aug 2011
615,Sachin Tendulkar,India,23,65,34,4,0,67.64,4,caught,2,v England,The Oval,18 Aug 2011
616,Sachin Tendulkar,India,91,235,172,11,0,52.90,4,lbw,3,v England,The Oval,18 Aug 2011
617,Sachin Tendulkar,India,7,25,18,1,0,38.88,4,lbw,2,v West Indies,Delhi,6 Nov 2011
618,Sachin Tendulkar,India,76,200,148,10,0,51.35,4,lbw,4,v West Indies,Delhi,6 Nov 2011
619,Sachin Tendulkar,India,38,74,71,5,0,53.52,4,caught,1,v West Indies,Kolkata,14 Nov 2011
620,Sachin Tendulkar,India,94,219,153,8,2,61.43,4,caught,2,v West Indies,Mumbai,22 Nov 2011
621,Sachin Tendulkar,India,3,6,7,0,0,42.85,4,caught,4,v West Indies,Mumbai,22 Nov 2011
622,Sachin Tendulkar,India,73,151,98,8,1,74.48,4,bowled,2,v Australia,Melbourne,26 Dec 2011
623,Sachin Tendulkar,India,32,73,46,4,0,69.56,4,caught,4,v Australia,Melbourne,26 Dec 2011
624,Sachin Tendulkar,India,41,133,89,8,0,46.06,4,bowled,1,v Australia,Sydney,3 Jan 2012
625,Sachin Tendulkar,India,80,213,141,9,0,56.73,4,caught,3,v Australia,Sydney,3 Jan 2012
626,Sachin Tendulkar,India,15,46,25,3,0,60.00,4,lbw,1,v Australia,Perth,13 Jan 2012
627,Sachin Tendulkar,India,8,22,16,1,0,50.00,4,lbw,3,v Australia,Perth,13 Jan 2012
628,Sachin Tendulkar,India,25,94,69,3,0,36.23,4,caught,2,v Australia,Adelaide,24 Jan 2012
629,Sachin Tendulkar,India,13,46,34,2,0,38.23,4,caught,4,v Australia,Adelaide,24 Jan 2012
630,Sachin Tendulkar,India,19,86,62,2,0,30.64,4,bowled,1,v New Zealand,Hyderabad (Deccan),23 Aug 2012
631,Sachin Tendulkar,India,17,61,50,3,0,34.00,4,bowled,2,v New Zealand,Bengaluru,31 Aug 2012
632,Sachin Tendulkar,India,27,78,34,5,0,79.41,4,bowled,4,v New Zealand,Bengaluru,31 Aug 2012
633,Sachin Tendulkar,India,13,25,18,2,0,72.22,4,caught,1,v England,Ahmedabad,15 Nov 2012
634,Sachin Tendulkar,India,DNB,-,-,-,-,-,-,-,4,v England,Ahmedabad,15 Nov 2012
635,Sachin Tendulkar,India,8,14,12,1,0,66.66,4,bowled,1,v England,Mumbai,23 Nov 2012
636,Sachin Tendulkar,India,8,28,19,2,0,42.10,4,lbw,3,v England,Mumbai,23 Nov 2012
637,Sachin Tendulkar,India,76,202,155,13,0,49.03,4,caught,1,v England,Kolkata,5 Dec 2012
638,Sachin Tendulkar,India,5,17,6,1,0,83.33,4,caught,3,v England,Kolkata,5 Dec 2012
639,Sachin Tendulkar,India,2,25,13,0,0,15.38,4,bowled,2,v England,Nagpur,13 Dec 2012
640,Sachin Tendulkar,India,81,257,159,7,0,50.94,4,bowled,2,v Australia,Chennai,22 Feb 2013
641,Sachin Tendulkar,India,13*,10,10,0,2,130.00,4,not out,4,v Australia,Chennai,22 Feb 2013
642,Sachin Tendulkar,India,7,32,15,1,0,46.66,4,caught,2,v Australia,Hyderabad (Deccan),2 Mar 2013
643,Sachin Tendulkar,India,37,125,81,5,0,45.67,4,caught,2,v Australia,Mohali,14 Mar 2013
644,Sachin Tendulkar,India,21,71,23,2,0,91.30,4,run out,4,v Australia,Mohali,14 Mar 2013
645,Sachin Tendulkar,India,32,99,53,5,0,60.37,4,lbw,2,v Australia,Delhi,22 Mar 2013
646,Sachin Tendulkar,India,1,8,5,0,0,20.00,4,lbw,4,v Australia,Delhi,22 Mar 2013
647,Sachin Tendulkar,India,10,41,24,2,0,41.66,4,lbw,2,v West Indies,Kolkata,6 Nov 2013
648,Sachin Tendulkar,India,74,150,118,12,0,62.71,4,caught,2,v West Indies,Mumbai,14 Nov 2013
649,Brian Lara,West Indies,44,149,89,4,0,49.43,4,caught,1,v Pakistan,Lahore,6 Dec 1990
650,Brian Lara,West Indies,5,24,17,1,0,29.41,4,caught,3,v Pakistan,Lahore,6 Dec 1990
651,Brian Lara,West Indies,17,46,33,3,0,51.51,3,caught,1,v South Africa,Bridgetown,18 Apr 1992
652,Brian Lara,West Indies,64,150,102,11,0,62.74,3,caught,3,v South Africa,Bridgetown,18 Apr 1992
653,Brian Lara,West Indies,58,161,127,6,0,45.66,4,stumped,2,v Australia,Brisbane,27 Nov 1992
654,Brian Lara,West Indies,0,13,12,0,0,0.00,4,caught,4,v Australia,Brisbane,27 Nov 1992
655,Brian Lara,West Indies,52,179,121,4,0,42.97,4,lbw,2,v Australia,Melbourne,26 Dec 1992
656,Brian Lara,West Indies,4,14,10,0,0,40.00,4,caught,4,v Australia,Melbourne,26 Dec 1992
657,Brian Lara,West Indies,277,474,372,38,0,74.46,4,run out,2,v Australia,Sydney,2 Jan 1993
658,Brian Lara,West Indies,52,100,76,6,0,68.42,4,caught,1,v Australia,Adelaide,23 Jan 1993
659,Brian Lara,West Indies,7,12,11,1,0,63.63,4,caught,3,v Australia,Adelaide,23 Jan 1993
660,Brian Lara,West Indies,16,27,21,2,0,76.19,4,caught,2,v Australia,Perth,30 Jan 1993
661,Brian Lara,West Indies,6,22,18,0,0,33.33,4,caught,1,v Pakistan,Port of Spain,16 Apr 1993
662,Brian Lara,West Indies,96,169,135,11,1,71.11,4,bowled,3,v Pakistan,Port of Spain,16 Apr 1993
663,Brian Lara,West Indies,51,82,62,8,1,82.25,4,caught,1,v Pakistan,Bridgetown,23 Apr 1993
664,Brian Lara,West Indies,DNB,-,-,-,-,-,-,-,4,v Pakistan,Bridgetown,23 Apr 1993
665,Brian Lara,West Indies,44,78,66,6,0,66.66,4,stumped,1,v Pakistan,St John's,1 May 1993
666,Brian Lara,West Indies,19,40,26,2,0,73.07,4,lbw,3,v Pakistan,St John's,1 May 1993
667,Brian Lara,West Indies,18,55,53,2,0,33.96,4,caught,2,v Sri Lanka,Moratuwa,8 Dec 1993
668,Brian Lara,West Indies,83,186,131,11,0,63.35,4,bowled,2,v England,Kingston,19 Feb 1994
669,Brian Lara,West Indies,28,44,35,3,1,80.00,3,bowled,4,v England,Kingston,19 Feb 1994
670,Brian Lara,West Indies,167,256,210,25,2,79.52,3,caught,2,v England,Georgetown,17 Mar 1994
671,Brian Lara,West Indies,43,141,104,5,0,41.34,3,lbw,1,v England,Port of Spain,25 Mar 1994
672,Brian Lara,West Indies,12,35,18,3,0,66.66,3,caught,3,v England,Port of Spain,25 Mar 1994
673,Brian Lara,West Indies,26,60,45,5,0,57.77,3,caught,2,v England,Bridgetown,8 Apr 1994
674,Brian Lara,West Indies,64,118,89,12,0,71.91,3,caught,4,v England,Bridgetown,8 Apr 1994
675,Brian Lara,West Indies,375,766,538,45,0,69.70,3,caught,1,v England,St John's,16 Apr 1994
676,Brian Lara,West Indies,DNB,-,-,-,-,-,-,-,3,v England,St John's,16 Apr 1994
677,Brian Lara,West Indies,14,108,74,0,0,18.91,3,bowled,2,v India,Mumbai,18 Nov 1994
678,Brian Lara,West Indies,0,3,4,0,0,0.00,3,bowled,4,v India,Mumbai,18 Nov 1994
679,Brian Lara,West Indies,50,129,135,7,0,37.03,4,caught,2,v India,Nagpur,1 Dec 1994
680,Brian Lara,West Indies,3,20,17,0,0,17.64,3,caught,4,v India,Nagpur,1 Dec 1994
681,Brian Lara,West Indies,40,77,67,4,0,59.70,3,lbw,1,v India,Mohali,10 Dec 1994
682,Brian Lara,West Indies,91,158,104,6,0,87.50,2,caught,3,v India,Mohali,10 Dec 1994
683,Brian Lara,West Indies,2,18,12,0,0,16.66,3,bowled,2,v New Zealand,Christchurch,3 Feb 1995
684,Brian Lara,West Indies,147,247,181,24,0,81.21,3,lbw,1,v New Zealand,Wellington,10 Feb 1995
685,Brian Lara,West Indies,65,168,112,11,0,58.03,3,caught,1,v Australia,Bridgetown,31 Mar 1995
686,Brian Lara,West Indies,9,32,34,1,0,26.47,3,caught,3,v Australia,Bridgetown,31 Mar 1995
687,Brian Lara,West Indies,88,154,102,16,0,86.27,3,caught,2,v Australia,St John's,8 Apr 1995
688,Brian Lara,West Indies,43,80,77,5,0,55.84,3,bowled,4,v Australia,St John's,8 Apr 1995
689,Brian Lara,West Indies,24,74,54,2,0,44.44,3,caught,2,v Australia,Port of Spain,21 Apr 1995
690,Brian Lara,West Indies,14*,11,12,3,0,116.66,3,not out,4,v Australia,Port of Spain,21 Apr 1995
691,Brian Lara,West Indies,65,104,78,9,0,83.33,3,caught,1,v Australia,Kingston,29 Apr 1995
692,Brian Lara,West Indies,0,8,6,0,0,0.00,3,lbw,3,v Australia,Kingston,29 Apr 1995
693,Brian Lara,West Indies,53,71,55,10,0,96.36,3,caught,2,v England,Leeds,8 Jun 1995
694,Brian Lara,West Indies,48*,69,40,8,0,120.00,3,not out,4,v England,Leeds,8 Jun 1995
695,Brian Lara,West Indies,6,47,31,1,0,19.35,3,lbw,2,v England,Lord's,22 Jun 1995
696,Brian Lara,West Indies,54,87,62,10,0,87.09,3,caught,4,v England,Lord's,22 Jun 1995
697,Brian Lara,West Indies,21,52,42,4,0,50.00,3,lbw,2,v England,Birmingham,6 Jul 1995
698,Brian Lara,West Indies,87,153,118,16,0,73.72,3,lbw,1,v England,Manchester,27 Jul 1995
699,Brian Lara,West Indies,145,281,226,16,0,64.15,3,caught,3,v England,Manchester,27 Jul 1995
700,Brian Lara,West Indies,152,255,182,28,0,83.51,3,caught,2,v England,Nottingham,10 Aug 1995
701,Brian Lara,West Indies,20,33,30,2,0,66.66,1,caught,4,v England,Nottingham,10 Aug 1995
702,Brian Lara,West Indies,179,267,206,26,1,86.89,4,caught,2,v England,The Oval,24 Aug 1995
703,Brian Lara,West Indies,35,81,54,4,0,64.81,3,caught,2,v New Zealand,Bridgetown,19 Apr 1996
704,Brian Lara,West Indies,DNB,-,-,-,-,-,-,-,4,v New Zealand,Bridgetown,19 Apr 1996
705,Brian Lara,West Indies,40,58,57,4,2,70.17,3,caught,1,v New Zealand,St John's,27 Apr 1996
706,Brian Lara,West Indies,74,164,119,9,0,62.18,3,caught,3,v New Zealand,St John's,27 Apr 1996
707,Brian Lara,West Indies,26,95,69,3,0,37.68,3,caught,2,v Australia,Brisbane,22 Nov 1996
708,Brian Lara,West Indies,44,95,75,7,0,58.66,3,caught,4,v Australia,Brisbane,22 Nov 1996
